Root,Word,Guideword,Level,Part of Speech,Topic
-,unfortunate,BAD SITUATION,B2,adjective,-
-,unfortunate,UNLUCKY,B2,adjective,people: personality
-,unhappiness,-,B2,noun,people: personality
-,unhelpful,NO HELP,B2,adjective,people: personality
-,union,JOINING,B2,noun,-
-,unique,SPECIAL,B2,adjective,-
-,unique,DIFFERENT,B2,adjective,-
-,united,JOINED,B2,adjective,relationships
-,united,IN AGREEMENT,B2,adjective,relationships
-,universal,-,B2,adjective,-
-,unlike,DIFFERENT,B2,preposition,-
-,unlimited,-,B2,adjective,describing things
-,unlock,-,B2,verb,people: actions
-,unnatural,-,B2,adjective,-
-,unpopular,-,B2,adjective,people: personality
-,unpredictable,-,B2,adjective,-
-,unrealistic,-,B2,adjective,people: personality
-,unreasonable,-,B2,adjective,people: personality
-,unreliable,-,B2,adjective,people: personality
-,unsatisfactory,-,B2,adjective,describing things
-,unsuccessful,-,B2,adjective,-
-,unsuitable,-,B2,adjective,-
-,unsure,NOT CERTAIN,B2,adjective,people: personality
-,untie,-,B2,verb,people: actions
-,"unusually big/strong/good,etc.",-,B2,phrase,describing things
-,unwilling,-,B2,adjective,-
-,up,COMPLETE,B2,adverb,-
-,up,INCREASE,B2,adverb,-
-,up and down,-,B2,phrase,-
-,up and down,-,B2,phrase,-
-,upbringing,-,B2,noun,"people: personality, relationships"
-,update,MAKE MORE MODERN,B2,verb,people: actions
-,update,NEW FORM,B2,noun,-
-,update,NEW INFORMATION,B2,noun,communication
-,upgrade,-,B2,noun,technology
-,upgrade,-,B2,verb,people: actions
-,upon,ON,B2,preposition,describing things
-,upright,-,B2,adjective,describing things
-,upset,-,B2,verb,"people: actions, people: personality"
-,upset stomach,-,B2,phrase,body and health
-,upside down,-,B2,adverb,describing things
-,urban,-,B2,adjective,-
-,use,WORD,B2,verb,-
-,use up sth or use sth up,-,B2,phrasal verb,people: actions
-,be (of) any/some use,-,B2,phrase,-
-,use,WORD,B2,noun,communication
-,be (of) no use,-,B2,phrase,-
-,be no use doing sth,-,B2,phrase,-
-,make use of sth,-,B2,phrase,-
-,vacant,JOB,B2,adjective,work
-,vacant,EMPTY,B2,adjective,-
-,valid,GOOD REASON,B2,adjective,-
-,valid,OFICIALLY ACCEPTABLE,B2,adjective,-
-,valuable,INFORMATION,B2,adjective,-
-,values,-,B2,phrase,people: personality
-,value,IMPORTANCE,B2,verb,-
-,vanish,-,B2,verb,-
-,variation,DIFFERENCE,B2,noun,-
-,varied,-,B2,adjective,-
-,vary,BE DIFFERENT,B2,verb,-
-,vary,CHANGE,B2,verb,-
-,vast,-,B2,adjective,describing things
-,venue,-,B2,noun,buildings
-,verse,-,B2,noun,arts and media
-,version,FORM,B2,noun,-
-,victim,-,B2,noun,"body and health, crime"
-,victory,-,B2,noun,shopping
-,view,ABILITY TO SEE,B2,noun,-
-,in view of sth,-,B2,phrase,-
-,viewer,-,B2,noun,arts and media
-,vinegar,-,B2,noun,food and drink
-,violence,HURT,B2,noun,people: actions
-,violent,ACTION,B2,adjective,people: personality
-,violently,-,B2,adverb,people: personality
-,violent,PERSON,B2,adjective,people: personality
-,virtual,USING COMPUTER,B2,adjective,technology
-,virtually,ALMOST,B2,adverb,communication
-,virtual reality,-,B2,noun,technology
-,virtually,COMPUTER,B2,adverb,technology
-,virus,SMALL ORGANISM,B2,noun,body and health
-,visible,CAN BE SEEN,B2,adjective,-
-,vision,IDEA,B2,noun,-
-,vision,SIGHT,B2,noun,-
-,visual,-,B2,adjective,-
-,vital,-,B2,adjective,-
-,vitamin,-,B2,noun,"body and health, food and drink"
-,vivid,COLOURS,B2,adjective,describing things
-,vivid,DESCRIPTIONS,B2,adjective,people: personality
-,vividly,-,B2,adverb,-
-,lose your voice,-,B2,phrase,body and health
-,volcano,-,B2,noun,natural world
-,volume,AMOUNT,B2,noun,describing things
-,volunteer,-,B2,noun,-
-,vote,DECIDE,B2,noun,-
-,voyage,-,B2,noun,travel
-,waist,-,B2,noun,body and health
-,wait,-,B2,noun,people: actions
-,"a short/ten-minute, etc. walk",-,B2,phrase,-
-,wander,WALK SLOWLY,B2,verb,people: actions
-,ward,-,B2,noun,"body and health, buildings"
-,warm,-,B2,verb,people: actions
-,warmly,KEEP WARM,B2,adverb,-
-,warmly,FRIENDLY,B2,adverb,people: personality
-,warmth,FEELING,B2,noun,people: personality
-,warmth,HEAT,B2,noun,natural world
-,wasp,-,B2,noun,animals
-,waste,UNWANTED MATTER,B2,noun,-
-,watch,BE CAREFUL,B2,verb,people: actions
-,watch out,-,B2,phrasal verb,communication
-,water,PLANTS,B2,verb,people: actions
-,waterproof,-,B2,adjective,-
-,wave,ENERGY,B2,noun,-
-,one way or another,-,B2,phrase,-
-,one way or the other,-,B2,phrase,-
-,the other way round/around,-,B2,phrase,-
-,make your way,-,B2,phrase,-
-,in a way; in some/many ways,-,B2,phrase,-
-,all the way,-,B2,phrase,-
-,weak,CHARACTER,B2,adjective,-
-,weak,TASTE,B2,adjective,food and drink
-,weak,SLIGHT,B2,adjective,-
-,weakness,NOT STRONG,B2,noun,-
-,weakness,NOT EFFECTIVE,B2,noun,-
-,wealth,MONEY,B2,noun,money
-,wealthy,-,B2,adjective,money
-,weapon,-,B2,noun,-
-,wear,HAIR,B2,verb,-
-,wear off,-,B2,phrasal verb,-
-,wear sb out or wear out sb,-,B2,phrasal verb,people: actions
-,weigh,CONSIDER CAREFULLY,B2,verb,-
-,weight,HEAVINESS,B2,noun,describing things
-,weight,OBJECT,B2,noun,-
-,weird,-,B2,adjective,-
-,welcome,ENCOURAGE,B2,verb,communication
-,welcome,PLEASING,B2,adjective,people: personality
-,welfare,HEALTH,B2,noun,body and health
-,may/might as well,-,B2,phrase,-
-,may/might/could well,-,B2,phrase,-
-,well,EMPHASIS,B2,adverb,communication
-,it's just as well,-,B2,phrase,-
-,well-balanced,FOOD,B2,adjective,food and drink
-,well-built,-,B2,adjective,people: appearance
-,well-organized,-,B2,adjective,-
-,well-paid,-,B2,adjective,"money, work"
-,(the) West,-,B2,phrase,-
-,What ...for?,-,B2,phrase,communication
-,what's/what is more,-,B2,phrase,communication
-,whatever,NO DIFFERENCE,B2,pronoun,communication
-,or whatever,-,B2,phrase,-
-,whatever,NO DIFFERENCE,B2,determiner,-
-,wheat,-,B2,noun,"food and drink, natural world"
-,the wheel,-,B2,phrase,travel
-,when,ALTHOUGH,B2,conjunction,-
-,whenever possible,-,B2,phrase,-
-,where,PROCESS/ACTIVITY,B2,conjunction,-
-,whereas,-,B2,conjunction,communication
-,wherever possible,-,B2,phrase,-
-,which,AFTER PREPOSITION,B2,pronoun,-
-,whichever,ANY,B2,determiner,-
-,which,GIVING OPINION,B2,pronoun,-
-,whichever,NOT IMPORTANT,B2,determiner,-
-,whichever,-,B2,pronoun,-
-,while,ALTHOUGH,B2,conjunction,communication
-,(every) once in a while,-,B2,phrase,-
-,whisper,-,B2,verb,communication
-,whisky,-,B2,noun,food and drink
-,whistle,-,B2,verb,people: actions
-,whistle,-,B2,noun,arts and media
-,Who cares?,-,B2,phrase,communication
-,whoever,PERSON,B2,pronoun,-
-,whoever,NOT IMPORTANT,B2,pronoun,-
-,as a whole,-,B2,phrase,describing things
-,whom,-,B2,pronoun,-
-,wide,APART,B2,adverb,-
-,differ/vary widely,-,B2,phrase,-
-,widely,INCLUDING A LOT,B2,adverb,-
-,widen,MAKE WIDER,B2,verb,"describing things, people: actions"
-,widen,INCREASE,B2,verb,people: actions
-,widow,-,B2,noun,relationships
-,width,-,B2,noun,describing things
-,wild,ENERGETIC,B2,adjective,-
-,wild,LAND,B2,adjective,natural world
-,wildly,WITHOUT CONTROL,B2,adverb,-
-,will have,-,B2,phrase,-
-,will,MENTAL POWER,B2,noun,people: personality
-,willingly,-,B2,adverb,people: personality
-,willingness,-,B2,noun,people: personality
-,win,ARGUMENT,B2,verb,"communication, people: actions"
-,"wind (sth) around/round, etc. sth",-,B2,phrase,people: actions
-,"wind along/through, etc.",-,B2,phrase,-
-,winding,-,B2,adjective,describing things
-,wing,AIRCRAFT,B2,noun,travel
-,"wipe sth away/from/off, etc.",-,B2,phrase,people: actions
-,wipe,CLEAN,B2,verb,people: actions
-,wire,METAL THREAD,B2,noun,-
-,wire,ELECTRICITY,B2,noun,technology
-,wisdom,KNOWLEDGE,B2,noun,people: personality
-,wise,-,B2,adjective,people: personality
-,wish to do sth,-,B2,phrase,people: personality
-,wish,WANT,B2,noun,people: personality
-,with,CAUSE,B2,preposition,-
-,with respect to sth,-,B2,phrase,communication
-,with,RELATING TO,B2,preposition,-
-,within,LIMIT,B2,preposition,describing things
-,witness,-,B2,noun,crime
-,witness,-,B2,verb,"crime, people: actions"
-,witty,-,B2,adjective,people: personality
-,wolf,-,B2,noun,animals
-,no wonder,-,B2,phrase,communication
-,have a word (with sb),-,B2,phrase,communication
-,in other words,-,B2,phrase,communication
-,work,CREATION,B2,noun,arts and media
-,work at sth ,-,B2,phrasal verb,people: actions
-,work on sth,-,B2,phrasal verb,people: actions
-,work sth out or work out sth,-,B2,phrasal verb,people: actions
-,work out,BECOME BETTER,B2,phrasal verb,-
-,a working knowledge of sth,-,B2,phrase,-
-,worldwide,-,B2,adjective,natural world
-,worm,-,B2,noun,animals
-,worry,MAKE SOMEONE ANXIOUS,B2,verb,people: personality
-,worrying,-,B2,adjective,people: personality
-,worry,BEING ANXIOUS ,B2,noun,people: personality
-,worse and worse,-,B2,phrase,describing things
-,to make matters worse,-,B2,phrase,-
-,worst of all,-,B2,phrase,communication
-,worst,-,B2,adverb,-
-,worthwhile,-,B2,adjective,-
-,would,OFTEN,B2,modal verb,-
-,wound,-,B2,noun,body and health
-,wound,-,B2,verb,"body and health, people: actions"
-,wrap,PROTECT,B2,verb,people: actions
-,wrist,-,B2,noun,body and health
-,writing,WORK,B2,noun,communication
-,in writing,-,B2,phrase,communication
-,wrong,NOT MORAL,B2,adjective,-
-,wrongly,INCORRECTLY,B2,adverb,-
-,X-ray,-,B2,noun,body and health
-,yacht,-,B2,noun,travel
-,yawn,-,B2,verb,people: actions
-,yell,-,B2,verb,communication
-,yell,-,B2,noun,communication
-,"the best/worst, etc. yet",-,B2,phrase,-
-,yet again,-,B2,phrase,-
-,the young,-,B2,phrase,people: appearance
-,Yours faithfully,-,B2,phrase,communication
-,yourself,EMPHASIS,B2,pronoun,-
-,yourself,PEOPLE GENERALLY,B2,pronoun,-
-,sb's youth,-,B2,phrase,people: appearance
-,zebra,-,B2,noun,animals
-,zip,-,B2,noun,clothes
-,abandon,STOP DOING,C1,verb,-
-,abnormal,-,C1,adjective,describing things
-,aboard,-,C1,adverb,travel
-,abortion,-,C1,noun,body and health
-,Absolutely!,-,C1,phrase,communication
-,absorb,REMEMBER,C1,verb,-
-,abuse,WRONG ACTION,C1,noun,-
-,accelerate,HAPPEN,C1,verb,-
-,acceptable,ALLOWED,C1,adjective,-
-,acceptance,-,C1,noun,-
-,accepted,-,C1,adjective,-
-,accessory,-,C1,noun,-
-,acclaimed,-,C1,adjective,-
-,accomplish,-,C1,verb,-
-,in accordance with sth,-,C1,phrase,-
-,by all accounts,-,C1,phrase,-
-,accumulate,-,C1,verb,-
-,accusation,-,C1,noun,-
-,accustomed to sth/doing sth,-,C1,phrase,-
-,acknowledge,ACCEPT,C1,verb,-
-,acknowledge,SAY RECEIVED,C1,verb,-
-,acquaintance,-,C1,noun,-
-,legal action,-,C1,phrase,-
-,out of action,-,C1,phrase,-
-,course of action,-,C1,phrase,-
-,active,VOLCANO,C1,adjective,natural world
-,adaptation,-,C1,noun,-
-,addictive,-,C1,adjective,-
-,address,DEAL WITH,C1,verb,-
-,administration,-,C1,noun,-
-,administrative,-,C1,adjective,-
-,administrator,-,C1,noun,-
-,adult,NOT A CHILD,C1,adjective,-
-,adviser,-,C1,noun,work
-,affluent,-,C1,adjective,money
-,affordable,-,C1,adjective,-
-,after all,-,C1,phrase,-
-,after,DESPITE,C1,preposition,-
-,have sth against sb/sth,-,C1,phrase,-
-,agency,ORGANIZATION,C1,noun,-
-,agenda,MEETING,C1,noun,-
-,aggression,-,C1,noun,-
-,aggressive,DETERMINED,C1,adjective,-
-,long ago,-,C1,phrase,-
-,agree,BE THE SAME,C1,verb,-
-,ahead of time/schedule,-,C1,phrase,-
-,aid,HELP,C1,noun,-
-,in aid of sb/sth,-,C1,phrase,-
-,with the aid of sth,-,C1,phrase,-
-,aid,EQUIPMENT,C1,noun,-
-,aid,-,C1,verb,-
-,on air,-,C1,phrase,arts and media
-,alarm,-,C1,verb,-
-,alarming,-,C1,adjective,-
-,alert,-,C1,adjective,people: personality
-,alert,-,C1,noun,-
-,all things considered,-,C1,phrase,communication
-,after all,-,C1,phrase,-
-,all hours,-,C1,phrase,-
-,be all very well,-,C1,phrase,-
-,all at once,-,C1,phrase,-
-,be all set,-,C1,phrase,-
-,allegation,-,C1,noun,communication
-,alleged,-,C1,adjective,-
-,allocate,-,C1,verb,-
-,allow,TIME/MONEY,C1,verb,-
-,allow,MAKE POSSIBLE,C1,verb,-
-,allowance,MONEY,C1,noun,money
-,ally,PERSON,C1,noun,-
-,let alone,-,C1,phrase,-
-,alongside,NEXT TO,C1,adverb,describing things
-,alongside,WITH,C1,adverb,-
-,alteration,-,C1,noun,-
-,"alternate days/weeks/years, etc.",-,C1,phrase,-
-,alternate,-,C1,verb,-
-,amateur,-,C1,adjective,-
-,amateur,HOBBY,C1,noun,-
-,amateur,NO SKILL,C1,noun,-
-,amid,WHILE,C1,preposition,-
-,amendment,-,C1,noun,-
-,among,DIVIDE,C1,preposition,-
-,ample,-,C1,adjective,-
-,analytical,-,C1,adjective,-
-,angle,SPACE,C1,noun,describing things
-,at an angle,-,C1,phrase,-
-,angle,DIRECTION,C1,noun,-
-,angle,WAY OF THINKING,C1,noun,-
-,annoyance,-,C1,noun,-
-,anticipate,-,C1,verb,-
-,anti-social,BEHAVIOUR,C1,adjective,-
-,anti-social,PERSON,C1,adjective,people: personality
-,anyhow,CHANGING STATEMENT,C1,adverb,communication
-,anywhere near sth,-,C1,phrase,-
-,appalling,BAD,C1,adjective,describing things
-,apparent,SEEMS TRUE,C1,adjective,-
-,appeal,REQUEST,C1,noun,communication
-,appeal,REQUEST,C1,verb,communication
-,it would appear (that),-,C1,phrase,-
-,appetite,FOOD,C1,noun,food and drink
-,applaud,CLAP,C1,verb,-
-,applause,-,C1,noun,-
-,appliance,-,C1,noun,-
-,apply,USE,C1,verb,-
-,appoint,-,C1,verb,work
-,archaeologist,-,C1,noun,work
-,archaeology,-,C1,noun,-
-,arise,-,C1,verb,-
-,arrival,NEW PERSON/THING,C1,noun,-
-,arts,-,C1,phrase,education
-,art,SKILL,C1,noun,-
-,as it happens,-,C1,phrase,-
-,as many as,-,C1,phrase,-
-,as yet,-,C1,phrase,-
-,assert,-,C1,verb,communication
-,asset,USEFUL,C1,noun,-
-,asset,WORTH MONEY,C1,noun,money
-,assign,-,C1,verb,-
-,assignment,-,C1,noun,-
-,associate,TWO THINGS/PEOPLE,C1,verb,-
-,in association with,-,C1,phrase,-
-,assumption,-,C1,noun,-
-,assurance,PROMISE,C1,noun,communication
-,assure,MAKE CERTAIN,C1,verb,-
-,at an angle,-,C1,phrase,-
-,at a glance,-,C1,phrase,-
-,at the expense of sth,-,C1,phrase,-
-,at face value,IDIOM,C1,phrase,-
-,at the very least,-,C1,phrase,describing things
-,at hand,-,C1,phrase,-
-,at once,-,C1,phrase,-
-,all at once,-,C1,phrase,-
-,at short notice,-,C1,phrase,-
-,at times,-,C1,phrase,-
-,at random,-,C1,phrase,-
-,attack,CRITICIZE,C1,verb,communication
-,attain,-,C1,verb,-
-,attendance,NUMBER,C1,noun,-
-,attendance,REGULARLY,C1,noun,-
-,auction,-,C1,noun,-
-,audition,-,C1,noun,-
-,authentic,-,C1,adjective,describing things
-,authority,OFFICIAL GROUP,C1,noun,-
-,authorize,-,C1,verb,-
-,be authorized to do sth,-,C1,phrase,-
-,avenue,ROAD,C1,noun,-
-,average,NOT EXCELLENT,C1,adjective,describing things
-,awareness,-,C1,noun,-
-,away,SPORT,C1,adverb,shopping
-,back road/street,-,C1,phrase,-
-,bacteria,-,C1,noun,"body and health, natural world"
-,bad,PAINFUL,C1,adjective,-
-,too bad,-,C1,phrase,communication
-,strike a balance,-,C1,phrase,-
-,be on the ball,IDIOM,C1,phrase,people: personality
-,bankrupt,-,C1,adjective,money
-,basically,MOSTLY,C1,adverb,communication
-,basis,REASON,C1,noun,-
-,on the basis of sth,-,C1,phrase,-
-,basis,DEVELOPMENT,C1,noun,-
-,beak,-,C1,noun,animals
-,bear,NAME,C1,verb,-
-,bear left/right,-,C1,phrase,-
-,beat,BETTER THAN,C1,verb,-
-,beat,FOOD,C1,verb,food and drink
-,beat about/around the bush,IDIOM,C1,phrase,-
-,before you know it,-,C1,phrase,communication
-,behind,CAUSING,C1,preposition,-
-,behind the times,-,C1,phrase,-
-,behind,SLOWER,C1,adverb,-
-,the next best thing,-,C1,phrase,-
-,(have) the best of both worlds,-,C1,phrase,-
-,bet,-,C1,verb,-
-,between,SPACE,C1,adverb,-
-,between,TIME,C1,adverb,-
-,beware,-,C1,verb,-
-,beyond,INVOLVING OTHERS,C1,preposition,-
-,beyond,NOT UNDERSTAND,C1,preposition,-
-,beyond,PLACE,C1,adverb,describing things
-,biased,-,C1,adjective,-
-,bid,OFFER,C1,noun,work
-,big,SUCCESSFUL,C1,adjective,-
-,bilingual,-,C1,adjective,-
-,birth,BEGINNING,C1,noun,-
-,"a bit of a change/fool/problem, etc.",-,C1,phrase,-
-,bit by bit,-,C1,phrase,-
-,be to blame,-,C1,phrase,-
-,turn a blind eye (to sth),IDIOM,C1,phrase,-
-,the blind,-,C1,phrase,-
-,blindness,NOT SEEING,C1,noun,body and health
-,block,CANNOT SEE,C1,verb,-
-,new blood,IDIOM,C1,phrase,-
-,bloody,VIOLENT,C1,adjective,-
-,out of the blue,IDIOM,C1,phrase,-
-,board,ORGANIZATION,C1,noun,work
-,take sth on board,IDIOM,C1,phrase,-
-,borrow,MONEY,C1,verb,money
-,(have) the best of both worlds,-,C1,phrase,-
-,bounce back,SUCCESSFUL AGAIN,C1,phrasal verb,-
-,bound,DIRECTION,C1,adjective,travel
-,boundary,LIMIT,C1,noun,-
-,boundary,LINE,C1,noun,-
-,bracket,GROUP,C1,noun,-
-,brain,INTELLIGENCE,C1,noun,"body and health, people: personality"
-,brass,METAL,C1,noun,-
-,break even,-,C1,phrase,money
-,break,DAMAGE,C1,noun,-
-,breakdown,FAILURE,C1,noun,-
-,catch your breath; get your breath back,-,C1,phrase,body and health
-,bribe,-,C1,noun,money
-,bribe,-,C1,verb,-
-,look on the bright side,IDIOM,C1,phrase,-
-,bring sth to an end,-,C1,phrase,-
-,broaden,-,C1,verb,-
-,broadly,-,C1,adverb,-
-,"broken English/Spanish, etc.",-,C1,phrase,communication
-,bronze,PRIZE,C1,noun,-
-,brush up (on) sth,-,C1,phrasal verb,-
-,"brush sth away/off, etc.",-,C1,phrase,people: actions
-,bubble,-,C1,noun,-
-,brutal,-,C1,adjective,-
-,"bubble (over) with confidence/enthusiasm, etc.",-,C1,phrase,people: personality
-,build (sth) up or build up (sth),-,C1,phrasal verb,-
-,the bulk of sth,-,C1,phrase,-
-,in bulk,-,C1,phrase,-
-,bulky,-,C1,adjective,describing things
-,bully,-,C1,verb,-
-,bully,-,C1,noun,people: personality
-,bump into sb,-,C1,phrasal verb,-
-,bump,BODY,C1,noun,body and health
-,bump,SURFACE,C1,noun,-
-,burden,-,C1,noun,-
-,a burning issue/question,-,C1,phrase,-
-,"burning ambition/desire, etc.",-,C1,phrase,-
-,beat about/around the bush,IDIOM,C1,phrase,-
-,by all accounts,-,C1,phrase,-
-,by law,-,C1,phrase,-
-,by and large,-,C1,phrase,-
-,by way of sth,-,C1,phrase,-
-,cabin,HOUSE,C1,noun,buildings
-,call,ASK TO COME,C1,verb,communication
-,"call an election/meeting, etc.",-,C1,phrase,-
-,call on sb to do sth,-,C1,phrasal verb,-
-,call off sth or call sth off,STOP,C1,phrasal verb,-
-,a call for sth,-,C1,phrase,communication
-,call,VISIT,C1,noun,-
-,campaign,ACTIVITIES,C1,noun,-
-,campaign,WAR,C1,noun,-
-,campaign,-,C1,verb,people: actions
-,cancellation,-,C1,noun,-
-,to cap it all,-,C1,phrase,-
-,cap,LIMIT,C1,verb,-
-,capability,-,C1,noun,-
-,capacity,JOB,C1,noun,work
-,capture sb's attention/ imagination/ interest,-,C1,phrase,-
-,capture,-,C1,noun,people: actions
-,take care of sth/doing sth,-,C1,phrase,-
-,"I/he, etc. couldn't care less",-,C1,phrase,communication
-,carriage,TRAIN,C1,noun,travel
-,carry,DISEASE,C1,verb,body and health
-,catch on,BECOME POPULAR,C1,phrasal verb,-
-,catch up (sb) or catch (sb) up,BE AS GOOD AS,C1,phrasal verb,-
-,cater,-,C1,verb,"food and drink, people: actions"
-,cater to sb/sth,-,C1,phrasal verb,-
-,cater for sb/sth,-,C1,phrasal verb,-
-,cause,PRINCIPLE,C1,noun,-
-,caution,CARE,C1,noun,-
-,central,CITY,C1,adjective,-
-,central,ORGANIZATION,C1,adjective,-
-,cereal,PLANT,C1,noun,food and drink
-,know/say for certain,-,C1,phrase,-
-,certainly not,-,C1,phrase,communication
-,changeable,-,C1,adjective,-
-,chaotic,-,C1,adjective,-
-,character,INTERESTING PERSON,C1,noun,people: personality
-,character,WRITING,C1,noun,communication
-,charge,CRIME,C1,noun,"communication, crime"
-,chatty,PERSON,C1,adjective,people: personality
-,chatty,WRITING,C1,adjective,communication
-,cheap,LOW QUALITY,C1,adjective,"money, shopping"
-,check (up) on sth,-,C1,phrasal verb,-
-,check sth out or check out sth,INFORMATION,C1,phrasal verb,-
-,check sth out or check out sth,GO TO SEE,C1,phrasal verb,-
-,chilly,-,C1,adjective,-
-,cholesterol,-,C1,noun,body and health
-,chore,-,C1,noun,-
-,cinema,ART,C1,noun,arts and media
-,civil,-,C1,adjective,-
-,civilization,WAY OF LIFE,C1,noun,-
-,claim,STATEMENT,C1,noun,communication
-,clarification,-,C1,noun,-
-,clarify,-,C1,verb,communication
-,class sb/sth as sth,-,C1,phrase,-
-,classify,-,C1,verb,-
-,clean (sth/sb) up,MAKE CLEAN,C1,phrasal verb,people: actions
-,clean (sth/sb) up,REMOVE POLLUTION,C1,phrasal verb,people: actions
-,the cleaner's,-,C1,phrase,-
-,clear,NOT BLOCKED,C1,adjective,-
