Root,Serial,Level,Part of Speech,addition,Explaination,ExplainationE,ExplainationC
2848,06-2848-08-1,C2,noun,-,,-,-
2849,06-2849-01-1,C2,adjective,-,,-,-
2856,06-2856-01-1,C2,adjective,-,,-,-
2858,06-2858-01-1,C2,adjective,-,,-,-
2859,06-2859-01-1,C2,adjective,-,,-,-
2858,06-2858-01-1,C2,adjective,-,,-,-
2860,06-2860-08-1,C2,noun,-,,-,-
2861,06-2861-08-1,C2,noun,-,,-,-
2862,06-2862-08-1,C2,noun,-,,-,-
2865,06-2865-01-1,C2,adjective,-,,-,-
2869,06-2869-08-1,C2,noun,-,,-,-
2870,06-2870-08-1,C2,noun,-,,-,-
2870,06-2870-08-2,C2,noun,-,,-,-
2871,06-2871-01-1,C2,adjective,-,,-,-
2872,06-2872-12-1,C2,verb,-,,-,-
2872,06-2872-12-2,C2,verb,-,,-,-
2874,06-2874-08-1,C2,noun,-,,-,-
2879,06-2879-08-1,C2,noun,-,,-,-
2880,06-2880-01-1,C2,adjective,-,,-,-
2886,06-2886-08-1,C2,noun,-,,-,-
2890,06-2890-08-1,C2,noun,-,,-,-
2891,06-2891-01-1,C2,adjective,-,,-,-
2892,06-2892-10-1,C2,preposition,-,,-,-
2899,06-2899-08-1,C2,noun,-,,-,-
2903,06-2903-08-1,C2,noun,-,,-,-
2909,06-2909-01-1,C2,adjective,-,,-,-
2910,06-2910-01-1,C2,adjective,-,,-,-
2913,06-2913-12-1,C2,verb,-,,-,-
2919,06-2919-12-1,C2,verb,-,,-,-
2920,06-2920-01-1,C2,adjective,-,,-,-
2921,06-2921-02-1,C2,adverb,-,,-,-
2923,06-2923-02-1,C2,adverb,-,,-,-
2929,06-2929-08-1,C2,noun,-,,-,-
2930,06-2930-08-1,C2,noun,-,,-,-
2931,06-2931-08-1,C2,noun,-,,-,-
2932,06-2932-01-1,C2,adjective,-,,-,-
2933,06-2933-01-1,C2,adjective,-,,-,-
2935,06-2935-01-1,C2,adjective,-,,-,-
2936,06-2936-01-1,C2,adjective,-,,-,-
2938,06-2938-08-1,C2,noun,-,,-,-
2937,06-2937-08-1,C2,noun,-,,-,-
2942,06-2942-12-1,C2,verb,-,,-,-
2942,06-2942-12-2,C2,verb,-,,-,-
2946,06-2946-01-1,C2,adjective,-,,-,-
2950,06-2950-08-1,C2,noun,-,,-,-
2955,06-2955-01-1,C2,adjective,-,,-,-
2956,06-2956-08-1,C2,noun,-,,-,-
2957,06-2957-08-1,C2,noun,-,,-,-
2958,06-2958-12-1,C2,verb,-,,-,-
2960,06-2960-01-1,C2,adjective,-,,-,-
2960,06-2960-01-2,C2,adjective,-,,-,-
2961,06-2961-12-1,C2,verb,-,,-,-
2962,06-2962-08-1,C2,noun,-,,-,-
2963,06-2963-08-1,C2,noun,-,,-,-
2964,06-2964-01-1,C2,adjective,-,,-,-
2965,06-2965-02-1,C2,adverb,-,,-,-
2970,06-2970-08-1,C2,noun,-,,-,-
2978,06-2978-12-1,C2,verb,-,,-,-
2980,06-2980-01-1,C2,adjective,-,,-,-
2981,06-2981-12-1,C2,verb,-,,-,-
2982,06-2982-08-1,C2,noun,-,,-,-
2981,06-2981-12-1,C2,verb,-,,-,-
2983,06-2983-08-1,C2,noun,-,,-,-
2984,06-2984-01-1,C2,adjective,-,,-,-
2987,06-2987-12-1,C2,verb,-,,-,-
2989,06-2989-08-1,C2,noun,-,,-,-
2989,06-2989-08-2,C2,noun,-,,-,-
2995,06-2995-01-1,C2,adjective,-,,-,-
2997,06-2997-08-1,C2,noun,-,,-,-
2998,06-2998-01-1,C2,adjective,-,,-,-
3002,06-3002-01-1,C2,adjective,-,,-,-
3005,06-3005-08-1,C2,noun,-,,-,-
3005,06-3005-08-2,C2,noun,-,,-,-
3006,06-3006-01-1,C2,adjective,-,,-,-
3008,06-3008-01-1,C2,adjective,-,,-,-
3009,06-3009-08-1,C2,noun,-,,-,-
3011,06-3011-01-1,C2,adjective,-,,-,-
3011,06-3011-01-2,C2,adjective,-,,-,-
3013,06-3013-10-1,C2,preposition,-,,-,-
3017,06-3017-04-1,C2,conjunction,-,,-,-
3018,06-3018-08-1,C2,noun,-,,-,-
3020,06-3020-08-1,C2,noun,-,,-,-
3022,06-3022-08-1,C2,noun,-,,-,-
3031,06-3031-08-1,C2,noun,-,,-,-
3033,06-3033-08-1,C2,noun,-,,-,-
3034,06-3034-12-1,C2,verb,-,,-,-
3035,06-3035-08-1,C2,noun,-,,-,-
3035,06-3035-08-2,C2,noun,-,,-,-
3037,06-3037-08-1,C2,noun,-,,-,-
3041,06-3041-01-1,C2,adjective,-,,-,-
3046,06-3046-08-1,C2,noun,-,,-,-
3045,06-3045-08-1,C2,noun,-,,-,-
3047,06-3047-01-1,C2,adjective,-,,-,-
3047,06-3047-08-2,C2,noun,-,,-,-
3048,06-3048-02-1,C2,adverb,-,,-,-
3053,06-3053-02-1,C2,adverb,-,,-,-
3052,06-3052-01-1,C2,adjective,-,,-,-
3053,06-3053-02-1,C2,adverb,-,,-,-
3054,06-3054-12-1,C2,verb,-,,-,-
3055,06-3055-08-1,C2,noun,-,,-,-
3058,06-3058-08-1,C2,noun,-,,-,-
3063,06-3063-08-1,C2,noun,-,,-,-
3068,06-3068-08-1,C2,noun,-,,-,-
3069,06-3069-01-1,C2,adjective,-,,-,-
3077,06-3077-08-1,C2,noun,-,,-,-
3077,06-3077-08-2,C2,noun,-,,-,-
3081,06-3081-12-1,C2,verb,-,,-,-
3080,06-3080-08-1,C2,noun,-,,-,-
3082,06-3082-08-1,C2,noun,-,,-,-
3084,06-3084-01-1,C2,adjective,-,,-,-
3084,06-3084-01-2,C2,adjective,-,,-,-
3084,06-3084-01-3,C2,adjective,-,,-,-
3087,06-3087-08-1,C2,noun,-,,-,-
3086,06-3086-01-1,C2,adjective,-,,-,-
3088,06-3088-01-1,C2,adjective,-,,-,-
3090,06-3090-01-1,C2,adjective,-,,-,-
3091,06-3091-01-1,C2,adjective,-,,-,-
3092,06-3092-12-1,C2,verb,-,,-,-
3094,06-3094-08-1,C2,noun,-,,-,-
3095,06-3095-12-1,C2,verb,-,,-,-
3096,06-3096-08-1,C2,noun,-,,-,-
3096,06-3096-08-2,C2,noun,-,,-,-
3097,06-3097-08-1,C2,noun,-,,-,-
3098,06-3098-08-1,C2,noun,-,,-,-
3099,06-3099-12-1,C2,verb,-,,-,-
3101,06-3101-02-1,C2,adverb,-,,-,-
3102,06-3102-08-1,C2,noun,-,,-,-
3114,06-3114-08-1,C2,noun,-,,-,-
3115,06-3115-12-1,C2,verb,-,,-,-
3119,06-3119-01-1,C2,adjective,-,,-,-
3120,06-3120-02-1,C2,adverb,-,,-,-
3122,06-3122-08-1,C2,noun,-,,-,-
3122,06-3122-08-2,C2,noun,-,,-,-
3123,06-3123-01-1,C2,adjective,-,,-,-
3125,06-3125-01-1,C2,adjective,-,,-,-
3125,06-3125-01-2,C2,adjective,-,,-,-
3127,06-3127-01-1,C2,adjective,-,,-,-
3128,06-3128-01-1,C2,adjective,-,,-,-
3132,06-3132-08-1,C2,noun,-,,-,-
3135,06-3135-08-1,C2,noun,-,,-,-
3136,06-3136-12-1,C2,verb,-,,-,-
3137,06-3137-11-1,C2,pronoun,-,,-,-
3145,06-3145-12-1,C2,verb,-,,-,-
3161,06-3161-08-1,C2,noun,-,,-,-
3164,06-3164-08-1,C2,noun,-,,-,-
3169,06-3169-12-1,C2,verb,-,,-,-
3170,06-3170-08-1,C2,noun,-,,-,-
3172,06-3172-12-1,C2,verb,-,,-,-
3174,06-3174-01-1,C2,adjective,-,,-,-
3185,06-3185-01-1,C2,adjective,-,,-,-
3186,06-3186-08-1,C2,noun,-,,-,-
3197,06-3197-08-1,C2,noun,-,,-,-
3199,06-3199-08-1,C2,noun,-,,-,-
3200,06-3200-12-1,C2,verb,-,,-,-
3223,06-3223-08-1,C2,noun,-,,-,-
3224,06-3224-12-1,C2,verb,-,,-,-
3225,06-3225-02-1,C2,adverb,-,,-,-
3225,06-3225-02-2,C2,adverb,-,,-,-
3229,06-3229-08-1,C2,noun,-,,-,-
3231,06-3231-08-1,C2,noun,-,,-,-
3231,06-3231-12-2,C2,verb,-,,-,-
3233,06-3233-08-1,C2,noun,-,,-,-
3235,06-3235-08-1,C2,noun,-,,-,-
3238,06-3238-01-1,C2,adjective,-,,-,-
3242,06-3242-08-1,C2,noun,-,,-,-
3242,06-3242-12-2,C2,verb,-,,-,-
3246,06-3246-08-1,C2,noun,-,,-,-
3258,06-3258-01-1,C2,adjective,-,,-,-
3260,06-3260-01-1,C2,adjective,-,,-,-
3260,06-3260-01-2,C2,adjective,-,,-,-
3267,06-3267-01-1,C2,adjective,-,,-,-
3268,06-3268-08-1,C2,noun,-,,-,-
3275,06-3275-12-1,C2,verb,-,,-,-
3275,06-3275-08-2,C2,noun,-,,-,-
3282,06-3282-12-1,C2,verb,-,,-,-
3282,06-3282-08-2,C2,noun,-,,-,-
3283,06-3283-08-1,C2,noun,-,,-,-
3289,06-3289-12-1,C2,verb,-,,-,-
3289,06-3289-12-2,C2,verb,-,,-,-
3289,06-3289-12-3,C2,verb,-,,-,-
3289,06-3289-08-4,C2,noun,-,,-,-
3290,06-3290-12-1,C2,verb,-,,-,-
3297,06-3297-08-1,C2,noun,-,,-,-
3297,06-3297-08-2,C2,noun,-,,-,-
3302,06-3302-08-1,C2,noun,-,,-,-
3303,06-3303-01-1,C2,adjective,-,,-,-
3303,06-3303-01-2,C2,adjective,-,,-,-
3311,06-3311-01-1,C2,adjective,-,,-,-
3317,06-3317-01-1,C2,adjective,-,,-,-
3331,06-3331-12-1,C2,verb,-,,-,-
3332,06-3332-08-1,C2,noun,-,,-,-
3333,06-3333-01-1,C2,adjective,-,,-,-
3334,06-3334-08-1,C2,noun,-,,-,-
3344,06-3344-08-1,C2,noun,-,,-,-
3346,06-3346-02-1,C2,adverb,-,,-,-
3350,06-3350-08-1,C2,noun,-,,-,-
3350,06-3350-08-2,C2,noun,-,,-,-
3350,06-3350-08-3,C2,noun,-,,-,-
3350,06-3350-08-4,C2,noun,-,,-,-
3350,06-3350-12-5,C2,verb,-,,-,-
3351,06-3351-08-1,C2,noun,-,,-,-
3351,06-3351-08-2,C2,noun,-,,-,-
3352,06-3352-12-1,C2,verb,-,,-,-
3362,06-3362-01-1,C2,adjective,-,,-,-
3365,06-3365-01-1,C2,adjective,-,,-,-
3370,06-3370-12-1,C2,verb,-,,-,-
3378,06-3378-12-1,C2,verb,-,,-,-
3379,06-3379-08-1,C2,noun,-,,-,-
3380,06-3380-12-1,C2,verb,-,,-,-
3381,06-3381-08-1,C2,noun,-,,-,-
3385,06-3385-08-1,C2,noun,-,,-,-
3389,06-3389-02-1,C2,adverb,-,,-,-
3399,06-3399-08-1,C2,noun,-,,-,-
3400,06-3400-08-1,C2,noun,-,,-,-
3395,06-3395-01-1,C2,adjective,-,,-,-
3396,06-3396-01-1,C2,adjective,-,,-,-
3402,06-3402-12-1,C2,verb,-,,-,-
3402,06-3402-12-2,C2,verb,-,,-,-
3403,06-3403-01-1,C2,adjective,-,,-,-
3404,06-3404-12-1,C2,verb,-,,-,-
3407,06-3407-08-1,C2,noun,-,,-,-
3423,06-3423-01-1,C2,adjective,-,,-,-
3425,06-3425-08-1,C2,noun,-,,-,-
3429,06-3429-12-1,C2,verb,-,,-,-
3429,06-3429-08-2,C2,noun,-,,-,-
3448,06-3448-01-1,C2,adjective,-,,-,-
3449,06-3449-12-1,C2,verb,-,,-,-
3457,06-3457-01-1,C2,adjective,-,,-,-
3476,06-3476-08-1,C2,noun,-,,-,-
3476,06-3476-08-2,C2,noun,-,,-,-
3476,06-3476-08-3,C2,noun,-,,-,-
3477,06-3477-01-1,C2,adjective,-,,-,-
3478,06-3478-12-1,C2,verb,-,,-,-
3479,06-3479-08-1,C2,noun,-,,-,-
3489,06-3489-08-1,C2,noun,-,,-,-
3491,06-3491-08-1,C2,noun,-,,-,-
3492,06-3492-08-1,C2,noun,-,,-,-
3494,06-3494-08-1,C2,noun,-,,-,-
3498,06-3498-08-1,C2,noun,-,,-,-
3497,06-3497-08-1,C2,noun,-,,-,-
3498,06-3498-01-1,C2,adjective,-,,-,-
3499,06-3499-01-1,C2,adjective,-,,-,-
3502,06-3502-08-1,C2,noun,-,,-,-
3504,06-3504-12-1,C2,verb,-,,-,-
3511,06-3511-01-1,C2,adjective,-,,-,-
3514,06-3514-08-1,C2,noun,-,,-,-
3516,06-3516-12-1,C2,verb,-,,-,-
3516,06-3516-08-2,C2,noun,-,,-,-
3517,06-3517-08-1,C2,noun,-,,-,-
3520,06-3520-01-1,C2,adjective,-,,-,-
3525,06-3525-08-1,C2,noun,-,,-,-
3524,06-3524-02-1,C2,adverb,-,,-,-
3528,06-3528-01-1,C2,adjective,-,,-,-
3529,06-3529-08-1,C2,noun,-,,-,-
3530,06-3530-08-1,C2,noun,-,,-,-
3531,06-3531-12-1,C2,verb,-,,-,-
3533,06-3533-08-1,C2,noun,-,,-,-
3540,06-3540-08-1,C2,noun,-,,-,-
3541,06-3541-08-1,C2,noun,-,,-,-
3548,06-3548-01-1,C2,adjective,-,,-,-
3549,06-3549-01-1,C2,adjective,-,,-,-
3550,06-3550-08-1,C2,noun,-,,-,-
3552,06-3552-02-1,C2,adverb,-,,-,-
3554,06-3554-08-1,C2,noun,-,,-,-
3553,06-3553-12-1,C2,verb,-,,-,-
3555,06-3555-12-1,C2,verb,-,,-,-
3561,06-3561-08-1,C2,noun,-,,-,-
3563,06-3563-01-1,C2,adjective,-,,-,-
3572,06-3572-01-1,C2,adjective,-,,-,-
3578,06-3578-08-1,C2,noun,-,,-,-
3585,06-3585-12-1,C2,verb,-,,-,-
3586,06-3586-01-1,C2,adjective,-,,-,-
3597,06-3597-01-1,C2,adjective,-,,-,-
3597,06-3597-01-2,C2,adjective,-,,-,-
3601,06-3601-01-1,C2,adjective,-,,-,-
3604,06-3604-08-1,C2,noun,-,,-,-
3606,06-3606-12-1,C2,verb,-,,-,-
3607,06-3607-08-1,C2,noun,-,,-,-
3610,06-3610-12-1,C2,verb,-,,-,-
3612,06-3612-08-1,C2,noun,-,,-,-
3614,06-3614-08-1,C2,noun,-,,-,-
3624,06-3624-12-1,C2,verb,-,,-,-
3624,06-3624-12-2,C2,verb,-,,-,-
3629,06-3629-08-1,C2,noun,-,,-,-
3630,06-3630-12-1,C2,verb,-,,-,-
3631,06-3631-02-1,C2,adverb,-,,-,-
3634,06-3634-02-1,C2,adverb,-,,-,-
3638,06-3638-08-1,C2,noun,-,,-,-
3639,06-3639-01-1,C2,adjective,-,,-,-
3643,06-3643-08-1,C2,noun,-,,-,-
3645,06-3645-08-1,C2,noun,-,,-,-
3652,06-3652-08-1,C2,noun,-,,-,-
3657,06-3657-08-1,C2,noun,-,,-,-
3664,06-3664-08-1,C2,noun,-,,-,-
3664,06-3664-08-2,C2,noun,-,,-,-
3673,06-3673-12-1,C2,verb,-,,-,-
3673,06-3673-12-2,C2,verb,-,,-,-
3674,06-3674-08-1,C2,noun,-,,-,-
3678,06-3678-08-1,C2,noun,-,,-,-
3684,06-3684-08-1,C2,noun,-,,-,-
3685,06-3685-01-1,C2,adjective,-,,-,-
3695,06-3695-12-1,C2,verb,-,,-,-
3695,06-3695-08-2,C2,noun,-,,-,-
3701,06-3701-02-1,C2,adverb,-,,-,-
3719,06-3719-08-1,C2,noun,-,,-,-
3720,06-3720-08-1,C2,noun,-,,-,-
3721,06-3721-01-1,C2,adjective,-,,-,-
3721,06-3721-12-2,C2,verb,-,,-,-
3729,06-3729-01-1,C2,adjective,-,,-,-
3732,06-3732-02-1,C2,adverb,-,,-,-
3735,06-3735-01-1,C2,adjective,-,,-,-
3738,06-3738-10-1,C2,preposition,-,,-,-
3738,06-3738-01-2,C2,adjective,-,,-,-
3746,06-3746-08-1,C2,noun,-,,-,-
3749,06-3749-08-1,C2,noun,-,,-,-
3750,06-3750-01-1,C2,adjective,-,,-,-
3754,06-3754-08-1,C2,noun,-,,-,-
3755,06-3755-01-1,C2,adjective,-,,-,-
3756,06-3756-01-1,C2,adjective,-,,-,-
3764,06-3764-08-1,C2,noun,-,,-,-
3764,06-3764-08-2,C2,noun,-,,-,-
3764,06-3764-08-3,C2,noun,-,,-,-
3769,06-3769-08-1,C2,noun,-,,-,-
3769,06-3769-12-2,C2,verb,-,,-,-
3816,06-3816-08-1,C2,noun,-,,-,-
3823,06-3823-08-1,C2,noun,-,,-,-
3824,06-3824-01-1,C2,adjective,-,,-,-
3826,06-3826-01-1,C2,adjective,-,,-,-
3825,06-3825-08-1,C2,noun,-,,-,-
3830,06-3830-08-1,C2,noun,-,,-,-
3844,06-3844-08-1,C2,noun,-,,-,-
3844,06-3844-08-2,C2,noun,-,,-,-
3850,06-3850-12-1,C2,verb,-,,-,-
3852,06-3852-12-1,C2,verb,-,,-,-
3867,06-3867-01-1,C2,adjective,-,,-,-
3869,06-3869-01-1,C2,adjective,-,,-,-
3869,06-3869-01-2,C2,adjective,-,,-,-
3870,06-3870-01-1,C2,adjective,-,,-,-
3872,06-3872-12-1,C2,verb,-,,-,-
3873,06-3873-08-1,C2,noun,-,,-,-
3875,06-3875-01-1,C2,adjective,-,,-,-
3884,06-3884-08-1,C2,noun,-,,-,-
3890,06-3890-02-1,C2,adverb,-,,-,-
3892,06-3892-08-1,C2,noun,-,,-,-
3894,06-3894-01-1,C2,adjective,-,,-,-
3900,06-3900-08-1,C2,noun,-,,-,-
3903,06-3903-01-1,C2,adjective,-,,-,-
3903,06-3903-01-2,C2,adjective,-,,-,-
3903,06-3903-01-3,C2,adjective,-,,-,-
3903,06-3903-08-4,C2,noun,-,,-,-
3895,06-3895-01-1,C2,adjective,-,,-,-
3905,06-3905-12-1,C2,verb,-,,-,-
3906,06-3906-08-1,C2,noun,-,,-,-
3914,06-3914-08-1,C2,noun,-,,-,-
3916,06-3916-02-1,C2,adverb,-,,-,-
3920,06-3920-01-1,C2,adjective,-,,-,-
3923,06-3923-04-1,C2,conjunction,-,,-,-
3925,06-3925-01-1,C2,adjective,-,,-,-
3925,06-3925-01-2,C2,adjective,-,,-,-
3927,06-3927-08-1,C2,noun,-,,-,-
3929,06-3929-08-1,C2,noun,-,,-,-
3941,06-3941-08-1,C2,noun,-,,-,-
3951,06-3951-08-1,C2,noun,-,,-,-
3952,06-3952-08-1,C2,noun,-,,-,-
3954,06-3954-08-1,C2,noun,-,,-,-
3960,06-3960-08-1,C2,noun,-,,-,-
3960,06-3960-08-2,C2,noun,-,,-,-
3964,06-3964-08-1,C2,noun,-,,-,-
3965,06-3965-08-1,C2,noun,-,,-,-
3966,06-3966-01-1,C2,adjective,-,,-,-
3966,06-3966-01-2,C2,adjective,-,,-,-
3973,06-3973-02-1,C2,adverb,-,,-,-
3976,06-3976-08-1,C2,noun,-,,-,-
3981,06-3981-01-1,C2,adjective,-,,-,-
3982,06-3982-08-1,C2,noun,-,,-,-
3983,06-3983-08-1,C2,noun,-,,-,-
3983,06-3983-08-2,C2,noun,-,,-,-
3984,06-3984-08-1,C2,noun,-,,-,-
3985,06-3985-08-1,C2,noun,-,,-,-
3987,06-3987-08-1,C2,noun,-,,-,-
3988,06-3988-08-1,C2,noun,-,,-,-
3988,06-3988-08-2,C2,noun,-,,-,-
3996,06-3996-10-1,C2,preposition,-,,-,-
3996,06-3996-10-2,C2,preposition,-,,-,-
3998,06-3998-02-1,C2,adverb,-,,-,-
4005,06-4005-12-1,C2,verb,-,,-,-
4005,06-4005-12-2,C2,verb,-,,-,-
4006,06-4006-12-1,C2,verb,-,,-,-
4007,06-4007-12-1,C2,verb,-,,-,-
4008,06-4008-12-1,C2,verb,-,,-,-
4008,06-4008-08-2,C2,noun,-,,-,-
4009,06-4009-12-1,C2,verb,-,,-,-
4010,06-4010-01-1,C2,adjective,-,,-,-
4029,06-4029-08-1,C2,noun,-,,-,-
4033,06-4033-08-1,C2,noun,-,,-,-
4043,06-4043-08-1,C2,noun,-,,-,-
4046,06-4046-08-1,C2,noun,-,,-,-
4049,06-4049-08-1,C2,noun,-,,-,-
4053,06-4053-08-1,C2,noun,-,,-,-
4056,06-4056-01-1,C2,adjective,-,,-,-
4055,06-4055-08-1,C2,noun,-,,-,-
4058,06-4058-01-1,C2,adjective,-,,-,-
4058,06-4058-08-2,C2,noun,-,,-,-
4059,06-4059-01-1,C2,adjective,-,,-,-
4067,06-4067-12-1,C2,verb,-,,-,-
4067,06-4067-12-2,C2,verb,-,,-,-
4073,06-4073-08-1,C2,noun,-,,-,-
4080,06-4080-12-1,C2,verb,-,,-,-
4080,06-4080-12-2,C2,verb,-,,-,-
4080,06-4080-12-3,C2,verb,-,,-,-
4080,06-4080-08-4,C2,noun,-,,-,-
4081,06-4081-08-1,C2,noun,-,,-,-
4091,06-4091-08-1,C2,noun,-,,-,-
4093,06-4093-12-1,C2,verb,-,,-,-
4094,06-4094-08-1,C2,noun,-,,-,-
4094,06-4094-08-2,C2,noun,-,,-,-
4094,06-4094-08-3,C2,noun,-,,-,-
4094,06-4094-12-4,C2,verb,-,,-,-
4095,06-4095-08-1,C2,noun,-,,-,-
4096,06-4096-01-1,C2,adjective,-,,-,-
4096,06-4096-01-2,C2,adjective,-,,-,-
4104,06-4104-12-1,C2,verb,-,,-,-
4119,06-4119-12-1,C2,verb,-,,-,-
4121,06-4121-08-1,C2,noun,-,,-,-
4134,06-4134-12-1,C2,verb,-,,-,-
4137,06-4137-08-1,C2,noun,-,,-,-
4138,06-4138-01-1,C2,adjective,-,,-,-
4139,06-4139-01-1,C2,adjective,-,,-,-
4139,06-4139-12-2,C2,verb,-,,-,-
4153,06-4153-08-1,C2,noun,-,,-,-
4154,06-4154-12-1,C2,verb,-,,-,-
4154,06-4154-12-2,C2,verb,-,,-,-
4155,06-4155-08-1,C2,noun,-,,-,-
4156,06-4156-01-1,C2,adjective,-,,-,-
4164,06-4164-08-1,C2,noun,-,,-,-
4171,06-4171-01-1,C2,adjective,-,,-,-
4175,06-4175-01-1,C2,adjective,-,,-,-
4178,06-4178-01-1,C2,adjective,-,,-,-
4178,06-4178-01-2,C2,adjective,-,,-,-
4188,06-4188-01-1,C2,adjective,-,,-,-
4207,06-4207-12-1,C2,verb,-,,-,-
4209,06-4209-08-1,C2,noun,-,,-,-
4212,06-4212-08-1,C2,noun,-,,-,-
4214,06-4214-01-1,C2,adjective,-,,-,-
4215,06-4215-12-1,C2,verb,-,,-,-
4218,06-4218-12-1,C2,verb,-,,-,-
4218,06-4218-08-2,C2,noun,-,,-,-
4219,06-4219-01-1,C2,adjective,-,,-,-
4219,06-4219-01-2,C2,adjective,-,,-,-
4224,06-4224-12-1,C2,verb,-,,-,-
4227,06-4227-08-1,C2,noun,-,,-,-
4228,06-4228-01-1,C2,adjective,-,,-,-
4232,06-4232-08-1,C2,noun,-,,-,-
4233,06-4233-12-1,C2,verb,-,,-,-
4233,06-4233-12-2,C2,verb,-,,-,-
4233,06-4233-12-3,C2,verb,-,,-,-
4241,06-4241-08-1,C2,noun,-,,-,-
4242,06-4242-08-1,C2,noun,-,,-,-
4245,06-4245-01-1,C2,adjective,-,,-,-
4249,06-4249-08-1,C2,noun,-,,-,-
4253,06-4253-01-1,C2,adjective,-,,-,-
4255,06-4255-08-1,C2,noun,-,,-,-
4255,06-4255-08-2,C2,noun,-,,-,-
4261,06-4261-08-1,C2,noun,-,,-,-
4278,06-4278-12-1,C2,verb,-,,-,-
4283,06-4283-12-1,C2,verb,-,,-,-
4284,06-4284-01-1,C2,adjective,-,,-,-
4292,06-4292-12-1,C2,verb,-,,-,-
4293,06-4293-08-1,C2,noun,-,,-,-
4295,06-4295-01-1,C2,adjective,-,,-,-
4297,06-4297-01-1,C2,adjective,-,,-,-
4300,06-4300-08-1,C2,noun,-,,-,-
4301,06-4301-01-1,C2,adjective,-,,-,-
4325,06-4325-01-1,C2,adjective,-,,-,-
4327,06-4327-08-1,C2,noun,-,,-,-
4329,06-4329-08-1,C2,noun,-,,-,-
4330,06-4330-01-1,C2,adjective,-,,-,-
4336,06-4336-12-1,C2,verb,-,,-,-
4337,06-4337-08-1,C2,noun,-,,-,-
4342,06-4342-08-1,C2,noun,-,,-,-
4346,06-4346-01-1,C2,adjective,-,,-,-
4347,06-4347-02-1,C2,adverb,-,,-,-
4359,06-4359-08-1,C2,noun,-,,-,-
4359,06-4359-01-2,C2,adjective,-,,-,-
4364,06-4364-12-1,C2,verb,-,,-,-
4366,06-4366-08-1,C2,noun,-,,-,-
4366,06-4366-08-2,C2,noun,-,,-,-
4366,06-4366-08-3,C2,noun,-,,-,-
4367,06-4367-12-1,C2,verb,-,,-,-
4367,06-4367-12-2,C2,verb,-,,-,-
4368,06-4368-08-1,C2,noun,-,,-,-
4376,06-4376-12-1,C2,verb,-,,-,-
4377,06-4377-08-1,C2,noun,-,,-,-
4382,06-4382-08-1,C2,noun,-,,-,-
4385,06-4385-12-1,C2,verb,-,,-,-
4388,06-4388-01-1,C2,adjective,-,,-,-
4391,06-4391-08-1,C2,noun,-,,-,-
4399,06-4399-01-1,C2,adjective,-,,-,-
4405,06-4405-08-1,C2,noun,-,,-,-
4406,06-4406-08-1,C2,noun,-,,-,-
4417,06-4417-01-1,C2,adjective,-,,-,-
4426,06-4426-08-1,C2,noun,-,,-,-
4426,06-4426-08-2,C2,noun,-,,-,-
4428,06-4428-08-1,C2,noun,-,,-,-
4429,06-4429-08-1,C2,noun,-,,-,-
4441,06-4441-01-1,C2,adjective,-,,-,-
4441,06-4441-01-2,C2,adjective,-,,-,-
4441,06-4441-01-3,C2,adjective,-,,-,-
4442,06-4442-02-1,C2,adverb,-,,-,-
4447,06-4447-12-1,C2,verb,-,,-,-
4455,06-4455-01-1,C2,adjective,-,,-,-
4466,06-4466-08-1,C2,noun,-,,-,-
4476,06-4476-12-1,C2,verb,-,,-,-
4477,06-4477-08-1,C2,noun,-,,-,-
4478,06-4478-08-1,C2,noun,-,,-,-
4479,06-4479-08-1,C2,noun,-,,-,-
4480,06-4480-12-1,C2,verb,-,,-,-
4484,06-4484-08-1,C2,noun,-,,-,-
4493,06-4493-08-1,C2,noun,-,,-,-
4497,06-4497-08-1,C2,noun,-,,-,-
4498,06-4498-01-1,C2,adjective,-,,-,-
4500,06-4500-08-1,C2,noun,-,,-,-
4501,06-4501-12-1,C2,verb,-,,-,-
4502,06-4502-08-1,C2,noun,-,,-,-
4503,06-4503-08-1,C2,noun,-,,-,-
4532,06-4532-08-1,C2,noun,-,,-,-
4535,06-4535-08-1,C2,noun,-,,-,-
4537,06-4537-01-1,C2,adjective,-,,-,-
4538,06-4538-12-1,C2,verb,-,,-,-
4539,06-4539-08-1,C2,noun,-,,-,-
4543,06-4543-01-1,C2,adjective,-,,-,-
4544,06-4544-08-1,C2,noun,-,,-,-
4550,06-4550-08-1,C2,noun,-,,-,-
4553,06-4553-08-1,C2,noun,-,,-,-
4556,06-4556-01-1,C2,adjective,-,,-,-
4556,06-4556-01-2,C2,adjective,-,,-,-
4566,06-4566-08-1,C2,noun,-,,-,-
4566,06-4566-08-2,C2,noun,-,,-,-
4567,06-4567-12-1,C2,verb,-,,-,-
4567,06-4567-08-2,C2,noun,-,,-,-
4567,06-4567-08-3,C2,noun,-,,-,-
4573,06-4573-08-1,C2,noun,-,,-,-
4573,06-4573-01-2,C2,adjective,-,,-,-
4574,06-4574-08-1,C2,noun,-,,-,-
4576,06-4576-01-1,C2,adjective,-,,-,-
4576,06-4576-08-2,C2,noun,-,,-,-
4579,06-4579-12-1,C2,verb,-,,-,-
4579,06-4579-12-2,C2,verb,-,,-,-
4580,06-4580-08-1,C2,noun,-,,-,-
4580,06-4580-08-2,C2,noun,-,,-,-
4580,06-4580-12-3,C2,verb,-,,-,-
