Root,Serial,Level,part_of_speech,Addition,Explaination,ExplainationE,ExplainationC
004748,06-004748-08-3,C2,noun,-,,-,-
004762,06-004762-08-1,C2,noun,-,,-,-
004763,06-004763-01-1,C2,adjective,-,,-,-
004763,06-004763-01-2,C2,adjective,-,,-,-
004765,06-004765-12-1,C2,verb,-,,-,-
004766,06-004766-12-1,C2,verb,-,,-,-
004768,06-004768-01-1,C2,adjective,-,,-,-
004769,06-004769-08-1,C2,noun,-,,-,-
004772,06-004772-01-1,C2,adjective,-,,-,-
004775,06-004775-12-1,C2,verb,-,,-,-
004778,06-004778-01-1,C2,adjective,-,,-,-
004780,06-004780-08-1,C2,noun,-,,-,-
004782,06-004782-12-1,C2,verb,-,,-,-
004786,06-004786-02-1,C2,adverb,-,,-,-
004788,06-004788-12-1,C2,verb,-,,-,-
004788,06-004788-12-2,C2,verb,-,,-,-
004789,06-004789-08-1,C2,noun,-,,-,-
004789,06-004789-08-2,C2,noun,-,,-,-
004791,06-004791-08-1,C2,noun,-,,-,-
004791,06-004791-12-2,C2,verb,-,,-,-
004792,06-004792-12-1,C2,verb,-,,-,-
004793,06-004793-08-1,C2,noun,-,,-,-
004804,06-004804-08-1,C2,noun,-,,-,-
004806,06-004806-12-1,C2,verb,-,,-,-
004807,06-004807-08-1,C2,noun,-,,-,-
004808,06-004808-08-1,C2,noun,-,,-,-
004809,06-004809-08-1,C2,noun,-,,-,-
004810,06-004810-01-1,C2,adjective,-,,-,-
004811,06-004811-08-1,C2,noun,-,,-,-
004813,06-004813-01-1,C2,adjective,-,,-,-
004815,06-004815-08-1,C2,noun,-,,-,-
004815,06-004815-08-2,C2,noun,-,,-,-
004816,06-004816-08-1,C2,noun,-,,-,-
004817,06-004817-01-1,C2,adjective,-,,-,-
004819,06-004819-08-1,C2,noun,-,,-,-
004819,06-004819-08-2,C2,noun,-,,-,-
004819,06-004819-08-3,C2,noun,-,,-,-
004819,06-004819-08-4,C2,noun,-,,-,-
004820,06-004820-08-1,C2,noun,-,,-,-
004820,06-004820-08-2,C2,noun,-,,-,-
004820,06-004820-08-3,C2,noun,-,,-,-
004821,06-004821-08-1,C2,noun,-,,-,-
004824,06-004824-01-1,C2,adjective,-,,-,-
004826,06-004826-01-1,C2,adjective,-,,-,-
004829,06-004829-02-1,C2,adverb,-,,-,-
004839,06-004839-01-1,C2,adjective,-,,-,-
004842,06-004842-08-1,C2,noun,-,,-,-
004846,06-004846-01-1,C2,adjective,-,,-,-
004845,06-004845-08-1,C2,noun,-,,-,-
004847,06-004847-12-1,C2,verb,-,,-,-
004851,06-004851-08-1,C2,noun,-,,-,-
004852,06-004852-12-1,C2,verb,-,,-,-
004853,06-004853-08-1,C2,noun,-,,-,-
004858,06-004858-12-1,C2,verb,-,,-,-
004858,06-004858-08-2,C2,noun,-,,-,-
004858,06-004858-08-3,C2,noun,-,,-,-
004859,06-004859-12-1,C2,verb,-,,-,-
004861,06-004861-08-1,C2,noun,-,,-,-
004862,06-004862-12-1,C2,verb,-,,-,-
004863,06-004863-08-1,C2,noun,-,,-,-
004866,06-004866-08-1,C2,noun,-,,-,-
004867,06-004867-08-1,C2,noun,-,,-,-
004868,06-004868-01-1,C2,adjective,-,,-,-
004868,06-004868-01-2,C2,adjective,-,,-,-
004869,06-004869-08-1,C2,noun,-,,-,-
004872,06-004872-08-1,C2,noun,-,,-,-
004873,06-004873-12-1,C2,verb,-,,-,-
004874,06-004874-12-1,C2,verb,-,,-,-
004880,06-004880-12-1,C2,verb,-,,-,-
004880,06-004880-08-2,C2,noun,-,,-,-
004880,06-004880-08-3,C2,noun,-,,-,-
004883,06-004883-08-1,C2,noun,-,,-,-
004886,06-004886-08-1,C2,noun,-,,-,-
004891,06-004891-02-1,C2,adverb,-,,-,-
004893,06-004893-01-1,C2,adjective,-,,-,-
004895,06-004895-01-1,C2,adjective,-,,-,-
004897,06-004897-12-1,C2,verb,-,,-,-
004904,06-004904-08-1,C2,noun,-,,-,-
004906,06-004906-08-1,C2,noun,-,,-,-
004905,06-004905-12-1,C2,verb,-,,-,-
004909,06-004909-12-1,C2,verb,-,,-,-
004909,06-004909-12-2,C2,verb,-,,-,-
004909,06-004909-08-3,C2,noun,-,,-,-
004914,06-004914-12-1,C2,verb,-,,-,-
004915,06-004915-08-1,C2,noun,-,,-,-
004916,06-004916-01-1,C2,adjective,-,,-,-
004921,06-004921-01-1,C2,adjective,-,,-,-
004928,06-004928-01-1,C2,adjective,-,,-,-
004928,06-004928-01-2,C2,adjective,-,,-,-
004929,06-004929-12-1,C2,verb,-,,-,-
004932,06-004932-02-1,C2,adverb,-,,-,-
004932,06-004932-02-2,C2,adverb,-,,-,-
004933,06-004933-08-1,C2,noun,-,,-,-
004933,06-004933-08-2,C2,noun,-,,-,-
004935,06-004935-08-1,C2,noun,-,,-,-
004936,06-004936-01-1,C2,adjective,-,,-,-
004947,06-004947-08-1,C2,noun,-,,-,-
004948,06-004948-08-1,C2,noun,-,,-,-
004950,06-004950-08-1,C2,noun,-,,-,-
004954,06-004954-08-1,C2,noun,-,,-,-
004957,06-004957-08-1,C2,noun,-,,-,-
004957,06-004957-08-2,C2,noun,-,,-,-
004960,06-004960-01-1,C2,adjective,-,,-,-
004962,06-004962-01-1,C2,adjective,-,,-,-
004965,06-004965-12-1,C2,verb,-,,-,-
004966,06-004966-08-1,C2,noun,-,,-,-
004966,06-004966-12-2,C2,verb,-,,-,-
004972,06-004972-08-1,C2,noun,-,,-,-
004987,06-004987-08-1,C2,noun,-,,-,-
004988,06-004988-08-1,C2,noun,-,,-,-
004987,06-004987-12-1,C2,verb,-,,-,-
004994,06-004994-01-1,C2,adjective,-,,-,-
004993,06-004993-01-1,C2,adjective,-,,-,-
005009,06-005009-08-1,C2,noun,-,,-,-
005011,06-005011-12-1,C2,verb,-,,-,-
005011,06-005011-08-2,C2,noun,-,,-,-
005013,06-005013-12-1,C2,verb,-,,-,-
005015,06-005015-02-1,C2,adverb,-,,-,-
005016,06-005016-08-1,C2,noun,-,,-,-
005021,06-005021-01-1,C2,adjective,-,,-,-
005022,06-005022-08-1,C2,noun,-,,-,-
005023,06-005023-08-1,C2,noun,-,,-,-
005027,06-005027-01-1,C2,adjective,-,,-,-
005035,06-005035-08-1,C2,noun,-,,-,-
005043,06-005043-08-1,C2,noun,-,,-,-
005045,06-005045-08-1,C2,noun,-,,-,-
005045,06-005045-08-2,C2,noun,-,,-,-
005045,06-005045-12-3,C2,verb,-,,-,-
005049,06-005049-08-1,C2,noun,-,,-,-
005050,06-005050-01-1,C2,adjective,-,,-,-
005051,06-005051-08-1,C2,noun,-,,-,-
005054,06-005054-12-1,C2,verb,-,,-,-
005054,06-005054-12-2,C2,verb,-,,-,-
005058,06-005058-08-1,C2,noun,-,,-,-
005059,06-005059-01-1,C2,adjective,-,,-,-
005060,06-005060-08-1,C2,noun,-,,-,-
005070,06-005070-01-1,C2,adjective,-,,-,-
005072,06-005072-01-1,C2,adjective,-,,-,-
005071,06-005071-08-1,C2,noun,-,,-,-
005073,06-005073-12-1,C2,verb,-,,-,-
005073,06-005073-12-2,C2,verb,-,,-,-
005074,06-005074-12-1,C2,verb,-,,-,-
005076,06-005076-12-1,C2,verb,-,,-,-
005078,06-005078-12-1,C2,verb,-,,-,-
005085,06-005085-01-1,C2,adjective,-,,-,-
005084,06-005084-08-1,C2,noun,-,,-,-
005086,06-005086-08-1,C2,noun,-,,-,-
005092,06-005092-08-1,C2,noun,-,,-,-
005093,06-005093-08-1,C2,noun,-,,-,-
005095,06-005095-01-1,C2,adjective,-,,-,-
005097,06-005097-01-1,C2,adjective,-,,-,-
005096,06-005096-08-1,C2,noun,-,,-,-
005098,06-005098-08-1,C2,noun,-,,-,-
005100,06-005100-01-1,C2,adjective,-,,-,-
005103,06-005103-12-1,C2,verb,-,,-,-
005109,06-005109-12-1,C2,verb,-,,-,-
005112,06-005112-01-1,C2,adjective,-,,-,-
005114,06-005114-01-1,C2,adjective,-,,-,-
005113,06-005113-12-1,C2,verb,-,,-,-
005115,06-005115-08-1,C2,noun,-,,-,-
005121,06-005121-08-1,C2,noun,-,,-,-
005122,06-005122-01-1,C2,adjective,-,,-,-
005122,06-005122-01-2,C2,adjective,-,,-,-
005126,06-005126-08-1,C2,noun,-,,-,-
005126,06-005126-08-2,C2,noun,-,,-,-
005127,06-005127-01-1,C2,adjective,-,,-,-
005128,06-005128-08-1,C2,noun,-,,-,-
005134,06-005134-12-1,C2,verb,-,,-,-
005138,06-005138-01-1,C2,adjective,-,,-,-
005141,06-005141-12-1,C2,verb,-,,-,-
005142,06-005142-08-1,C2,noun,-,,-,-
005142,06-005142-08-2,C2,noun,-,,-,-
005150,06-005150-08-1,C2,noun,-,,-,-
005156,06-005156-01-1,C2,adjective,-,,-,-
005157,06-005157-08-1,C2,noun,-,,-,-
005159,06-005159-12-1,C2,verb,-,,-,-
005160,06-005160-01-1,C2,adjective,-,,-,-
005162,06-005162-01-1,C2,adjective,-,,-,-
005166,06-005166-12-1,C2,verb,-,,-,-
005167,06-005167-08-1,C2,noun,-,,-,-
005170,06-005170-12-1,C2,verb,-,,-,-
005170,06-005170-12-2,C2,verb,-,,-,-
005172,06-005172-01-1,C2,adjective,-,,-,-
005172,06-005172-01-2,C2,adjective,-,,-,-
005177,06-005177-01-1,C2,adjective,-,,-,-
005182,06-005182-08-1,C2,noun,-,,-,-
005184,06-005184-12-1,C2,verb,-,,-,-
005184,06-005184-12-2,C2,verb,-,,-,-
005189,06-005189-08-1,C2,noun,-,,-,-
005189,06-005189-08-2,C2,noun,-,,-,-
005201,06-005201-01-1,C2,adjective,-,,-,-
005201,06-005201-01-2,C2,adjective,-,,-,-
005214,06-005214-01-1,C2,adjective,-,,-,-
005216,06-005216-12-1,C2,verb,-,,-,-
005217,06-005217-12-1,C2,verb,-,,-,-
005222,06-005222-08-1,C2,noun,-,,-,-
005223,06-005223-01-1,C2,adjective,-,,-,-
005225,06-005225-08-1,C2,noun,-,,-,-
005225,06-005225-08-2,C2,noun,-,,-,-
005225,06-005225-08-3,C2,noun,-,,-,-
005226,06-005226-08-1,C2,noun,-,,-,-
005227,06-005227-02-1,C2,adverb,-,,-,-
005232,06-005232-12-1,C2,verb,-,,-,-
005238,06-005238-08-1,C2,noun,-,,-,-
005249,06-005249-08-1,C2,noun,-,,-,-
005255,06-005255-08-1,C2,noun,-,,-,-
005255,06-005255-08-2,C2,noun,-,,-,-
005259,06-005259-08-1,C2,noun,-,,-,-
005266,06-005266-08-1,C2,noun,-,,-,-
005268,06-005268-08-1,C2,noun,-,,-,-
005285,06-005285-08-1,C2,noun,-,,-,-
005294,06-005294-08-1,C2,noun,-,,-,-
005298,06-005298-08-1,C2,noun,-,,-,-
005300,06-005300-08-1,C2,noun,-,,-,-
005306,06-005306-01-1,C2,adjective,-,,-,-
005307,06-005307-08-1,C2,noun,-,,-,-
005310,06-005310-01-1,C2,adjective,-,,-,-
005311,06-005311-12-1,C2,verb,-,,-,-
005316,06-005316-12-1,C2,verb,-,,-,-
005327,06-005327-01-1,C2,adjective,-,,-,-
005328,06-005328-01-1,C2,adjective,-,,-,-
005329,06-005329-02-1,C2,adverb,-,,-,-
005333,06-005333-12-1,C2,verb,-,,-,-
005333,06-005333-12-2,C2,verb,-,,-,-
005333,06-005333-12-3,C2,verb,-,,-,-
005334,06-005334-12-1,C2,verb,-,,-,-
005336,06-005336-12-1,C2,verb,-,,-,-
005336,06-005336-12-2,C2,verb,-,,-,-
005337,06-005337-08-1,C2,noun,-,,-,-
005338,06-005338-01-1,C2,adjective,-,,-,-
005350,06-005350-12-1,C2,verb,-,,-,-
005350,06-005350-12-2,C2,verb,-,,-,-
005353,06-005353-01-1,C2,adjective,-,,-,-
005353,06-005353-01-2,C2,adjective,-,,-,-
005353,06-005353-01-3,C2,adjective,-,,-,-
005357,06-005357-08-1,C2,noun,-,,-,-
005374,06-005374-01-1,C2,adjective,-,,-,-
005376,06-005376-01-1,C2,adjective,-,,-,-
005376,06-005376-01-2,C2,adjective,-,,-,-
005393,06-005393-01-1,C2,adjective,-,,-,-
005396,06-005396-08-1,C2,noun,-,,-,-
005414,06-005414-08-1,C2,noun,-,,-,-
005417,06-005417-08-1,C2,noun,-,,-,-
005417,06-005417-08-2,C2,noun,-,,-,-
005417,06-005417-12-3,C2,verb,-,,-,-
005419,06-005419-02-1,C2,adverb,-,,-,-
005432,06-005432-08-1,C2,noun,-,,-,-
005435,06-005435-08-1,C2,noun,-,,-,-
005436,06-005436-12-1,C2,verb,-,,-,-
005444,06-005444-08-1,C2,noun,-,,-,-
005446,06-005446-08-1,C2,noun,-,,-,-
005455,06-005455-02-1,C2,adverb,-,,-,-
005456,06-005456-12-1,C2,verb,-,,-,-
005457,06-005457-08-1,C2,noun,-,,-,-
005458,06-005458-08-1,C2,noun,-,,-,-
005460,06-005460-08-1,C2,noun,-,,-,-
005461,06-005461-12-1,C2,verb,-,,-,-
005461,06-005461-12-2,C2,verb,-,,-,-
005473,06-005473-01-1,C2,adjective,-,,-,-
005474,06-005474-08-1,C2,noun,-,,-,-
005475,06-005475-08-1,C2,noun,-,,-,-
005477,06-005477-12-1,C2,verb,-,,-,-
005477,06-005477-12-2,C2,verb,-,,-,-
005480,06-005480-12-1,C2,verb,-,,-,-
005481,06-005481-12-1,C2,verb,-,,-,-
005483,06-005483-08-1,C2,noun,-,,-,-
005484,06-005484-12-1,C2,verb,-,,-,-
005487,06-005487-12-1,C2,verb,-,,-,-
005488,06-005488-01-1,C2,adjective,-,,-,-
005492,06-005492-08-1,C2,noun,-,,-,-
005496,06-005496-12-1,C2,verb,-,,-,-
005498,06-005498-12-1,C2,verb,-,,-,-
005498,06-005498-12-2,C2,verb,-,,-,-
005504,06-005504-12-1,C2,verb,-,,-,-
005505,06-005505-08-1,C2,noun,-,,-,-
005506,06-005506-12-1,C2,verb,-,,-,-
005506,06-005506-12-2,C2,verb,-,,-,-
005506,06-005506-08-3,C2,noun,-,,-,-
005507,06-005507-08-1,C2,noun,-,,-,-
005508,06-005508-08-1,C2,noun,-,,-,-
005510,06-005510-08-1,C2,noun,-,,-,-
005512,06-005512-08-1,C2,noun,-,,-,-
005513,06-005513-08-1,C2,noun,-,,-,-
005518,06-005518-08-1,C2,noun,-,,-,-
005541,06-005541-01-1,C2,adjective,-,,-,-
005540,06-005540-01-1,C2,adjective,-,,-,-
005544,06-005544-01-1,C2,adjective,-,,-,-
005544,06-005544-01-2,C2,adjective,-,,-,-
005545,06-005545-01-1,C2,adjective,-,,-,-
005547,06-005547-08-1,C2,noun,-,,-,-
005548,06-005548-12-1,C2,verb,-,,-,-
005548,06-005548-12-2,C2,verb,-,,-,-
005549,06-005549-08-1,C2,noun,-,,-,-
005549,06-005549-08-2,C2,noun,-,,-,-
005555,06-005555-08-1,C2,noun,-,,-,-
005564,06-005564-08-1,C2,noun,-,,-,-
005567,06-005567-08-1,C2,noun,-,,-,-
005567,06-005567-12-2,C2,verb,-,,-,-
005568,06-005568-08-1,C2,noun,-,,-,-
005568,06-005568-08-2,C2,noun,-,,-,-
005569,06-005569-01-1,C2,adjective,-,,-,-
005573,06-005573-08-1,C2,noun,-,,-,-
005575,06-005575-02-1,C2,adverb,-,,-,-
005577,06-005577-08-1,C2,noun,-,,-,-
005581,06-005581-08-1,C2,noun,-,,-,-
005583,06-005583-01-1,C2,adjective,-,,-,-
005588,06-005588-01-1,C2,adjective,-,,-,-
005590,06-005590-12-1,C2,verb,-,,-,-
005591,06-005591-08-1,C2,noun,-,,-,-
005596,06-005596-12-1,C2,verb,-,,-,-
005597,06-005597-08-1,C2,noun,-,,-,-
005601,06-005601-01-1,C2,adjective,-,,-,-
005602,06-005602-08-1,C2,noun,-,,-,-
005602,06-005602-12-2,C2,verb,-,,-,-
005603,06-005603-01-1,C2,adjective,-,,-,-
005604,06-005604-12-1,C2,verb,-,,-,-
005606,06-005606-08-1,C2,noun,-,,-,-
005612,06-005612-12-1,C2,verb,-,,-,-
005612,06-005612-12-2,C2,verb,-,,-,-
005613,06-005613-01-1,C2,adjective,-,,-,-
005616,06-005616-08-1,C2,noun,-,,-,-
005619,06-005619-02-1,C2,adverb,-,,-,-
005620,06-005620-01-1,C2,adjective,-,,-,-
005622,06-005622-12-1,C2,verb,-,,-,-
005632,06-005632-01-1,C2,adjective,-,,-,-
005632,06-005632-01-2,C2,adjective,-,,-,-
005632,06-005632-01-3,C2,adjective,-,,-,-
005639,06-005639-01-1,C2,adjective,-,,-,-
005640,06-005640-08-1,C2,noun,-,,-,-
005641,06-005641-12-1,C2,verb,-,,-,-
005641,06-005641-12-2,C2,verb,-,,-,-
005642,06-005642-11-1,C2,pronoun,-,,-,-
005643,06-005643-12-1,C2,verb,-,,-,-
005648,06-005648-08-1,C2,noun,-,,-,-
005666,06-005666-08-1,C2,noun,-,,-,-
005667,06-005667-12-1,C2,verb,-,,-,-
005667,06-005667-12-2,C2,verb,-,,-,-
005667,06-005667-12-3,C2,verb,-,,-,-
005677,06-005677-01-1,C2,adjective,-,,-,-
005677,06-005677-01-2,C2,adjective,-,,-,-
005678,06-005678-02-1,C2,adverb,-,,-,-
005679,06-005679-01-1,C2,adjective,-,,-,-
005680,06-005680-01-1,C2,adjective,-,,-,-
005681,06-005681-08-1,C2,noun,-,,-,-
005681,06-005681-08-2,C2,noun,-,,-,-
005689,06-005689-08-1,C2,noun,-,,-,-
005690,06-005690-01-1,C2,adjective,-,,-,-
005689,06-005689-12-1,C2,verb,-,,-,-
005693,06-005693-12-1,C2,verb,-,,-,-
005698,06-005698-12-1,C2,verb,-,,-,-
005698,06-005698-12-2,C2,verb,-,,-,-
005698,06-005698-12-3,C2,verb,-,,-,-
005708,06-005708-12-1,C2,verb,-,,-,-
005709,06-005709-08-1,C2,noun,-,,-,-
005714,06-005714-12-1,C2,verb,-,,-,-
005715,06-005715-12-1,C2,verb,-,,-,-
005722,06-005722-12-1,C2,verb,-,,-,-
005724,06-005724-08-1,C2,noun,-,,-,-
005728,06-005728-12-1,C2,verb,-,,-,-
005728,06-005728-12-2,C2,verb,-,,-,-
005729,06-005729-08-1,C2,noun,-,,-,-
005731,06-005731-12-1,C2,verb,-,,-,-
005734,06-005734-12-1,C2,verb,-,,-,-
005741,06-005741-01-1,C2,adjective,-,,-,-
005742,06-005742-02-1,C2,adverb,-,,-,-
005753,06-005753-08-1,C2,noun,-,,-,-
005755,06-005755-01-1,C2,adjective,-,,-,-
005756,06-005756-01-1,C2,adjective,-,,-,-
005757,06-005757-12-1,C2,verb,-,,-,-
005757,06-005757-12-2,C2,verb,-,,-,-
005758,06-005758-08-1,C2,noun,-,,-,-
005759,06-005759-08-1,C2,noun,-,,-,-
005760,06-005760-08-1,C2,noun,-,,-,-
005761,06-005761-01-1,C2,adjective,-,,-,-
005761,06-005761-01-2,C2,adjective,-,,-,-
005762,06-005762-08-1,C2,noun,-,,-,-
005763,06-005763-01-1,C2,adjective,-,,-,-
005764,06-005764-02-1,C2,adverb,-,,-,-
005771,06-005771-01-1,C2,adjective,-,,-,-
005770,06-005770-08-1,C2,noun,-,,-,-
005773,06-005773-01-1,C2,adjective,-,,-,-
005775,06-005775-12-1,C2,verb,-,,-,-
005775,06-005775-12-2,C2,verb,-,,-,-
005775,06-005775-12-3,C2,verb,-,,-,-
005781,06-005781-08-1,C2,noun,-,,-,-
005783,06-005783-08-1,C2,noun,-,,-,-
005786,06-005786-01-1,C2,adjective,-,,-,-
005787,06-005787-08-1,C2,noun,-,,-,-
005789,06-005789-12-1,C2,verb,-,,-,-
005793,06-005793-01-1,C2,adjective,-,,-,-
005792,06-005792-01-1,C2,adjective,-,,-,-
005793,06-005793-01-1,C2,adjective,-,,-,-
005797,06-005797-08-1,C2,noun,-,,-,-
005808,06-005808-02-1,C2,adverb,-,,-,-
005831,06-005831-08-1,C2,noun,-,,-,-
005833,06-005833-01-1,C2,adjective,-,,-,-
005833,06-005833-01-2,C2,adjective,-,,-,-
005834,06-005834-08-1,C2,noun,-,,-,-
005849,06-005849-01-1,C2,adjective,-,,-,-
005850,06-005850-08-1,C2,noun,-,,-,-
005856,06-005856-12-1,C2,verb,-,,-,-
005888,06-005888-01-1,C2,adjective,-,,-,-
005888,06-005888-01-2,C2,adjective,-,,-,-
005889,06-005889-02-1,C2,adverb,-,,-,-
005890,06-005890-08-1,C2,noun,-,,-,-
005895,06-005895-02-1,C2,adverb,-,,-,-
005900,06-005900-08-1,C2,noun,-,,-,-
005908,06-005908-08-1,C2,noun,-,,-,-
005919,06-005919-08-1,C2,noun,-,,-,-
005920,06-005920-01-1,C2,adjective,-,,-,-
005921,06-005921-02-1,C2,adverb,-,,-,-
005922,06-005922-01-1,C2,adjective,-,,-,-
005924,06-005924-08-1,C2,noun,-,,-,-
005924,06-005924-08-2,C2,noun,-,,-,-
005924,06-005924-08-3,C2,noun,-,,-,-
005925,06-005925-08-1,C2,noun,-,,-,-
005926,06-005926-12-1,C2,verb,-,,-,-
005928,06-005928-08-1,C2,noun,-,,-,-
005929,06-005929-12-1,C2,verb,-,,-,-
005934,06-005934-01-1,C2,adjective,-,,-,-
005936,06-005936-08-1,C2,noun,-,,-,-
005944,06-005944-12-1,C2,verb,-,,-,-
005948,06-005948-12-1,C2,verb,-,,-,-
005950,06-005950-01-1,C2,adjective,-,,-,-
005950,06-005950-02-2,C2,adverb,-,,-,-
005955,06-005955-08-1,C2,noun,-,,-,-
005955,06-005955-08-2,C2,noun,-,,-,-
005956,06-005956-12-1,C2,verb,-,,-,-
005960,06-005960-01-1,C2,adjective,-,,-,-
005962,06-005962-08-1,C2,noun,-,,-,-
005964,06-005964-08-1,C2,noun,-,,-,-
005964,06-005964-12-2,C2,verb,-,,-,-
005964,06-005964-12-3,C2,verb,-,,-,-
005965,06-005965-12-1,C2,verb,-,,-,-
005968,06-005968-01-1,C2,adjective,-,,-,-
005971,06-005971-08-1,C2,noun,-,,-,-
005976,06-005976-08-1,C2,noun,-,,-,-
005979,06-005979-02-1,C2,adverb,-,,-,-
005982,06-005982-08-1,C2,noun,-,,-,-
005984,06-005984-12-1,C2,verb,-,,-,-
005985,06-005985-08-1,C2,noun,-,,-,-
005988,06-005988-08-1,C2,noun,-,,-,-
005990,06-005990-08-1,C2,noun,-,,-,-
005999,06-005999-12-1,C2,verb,-,,-,-
006003,06-006003-01-1,C2,adjective,-,,-,-
006004,06-006004-08-1,C2,noun,-,,-,-
006004,06-006004-12-2,C2,verb,-,,-,-
006006,06-006006-01-1,C2,adjective,-,,-,-
006008,06-006008-08-1,C2,noun,-,,-,-
006009,06-006009-01-1,C2,adjective,-,,-,-
006009,06-006009-01-2,C2,adjective,-,,-,-
006010,06-006010-08-1,C2,noun,-,,-,-
006009,06-006009-01-1,C2,adjective,-,,-,-
006023,06-006023-08-1,C2,noun,-,,-,-
006023,06-006023-12-2,C2,verb,-,,-,-
006023,06-006023-12-3,C2,verb,-,,-,-
006025,06-006025-08-1,C2,noun,-,,-,-
006027,06-006027-08-1,C2,noun,-,,-,-
006031,06-006031-08-1,C2,noun,-,,-,-
006036,06-006036-02-1,C2,adverb,-,,-,-
006037,06-006037-08-1,C2,noun,-,,-,-
006037,06-006037-12-2,C2,verb,-,,-,-
006042,06-006042-08-1,C2,noun,-,,-,-
006045,06-006045-08-1,C2,noun,-,,-,-
006050,06-006050-08-1,C2,noun,-,,-,-
006052,06-006052-12-1,C2,verb,-,,-,-
006054,06-006054-08-1,C2,noun,-,,-,-
006054,06-006054-08-2,C2,noun,-,,-,-
006055,06-006055-12-1,C2,verb,-,,-,-
006057,06-006057-08-1,C2,noun,-,,-,-
006061,06-006061-08-1,C2,noun,-,,-,-
006062,06-006062-08-1,C2,noun,-,,-,-
006063,06-006063-01-1,C2,adjective,-,,-,-
006068,06-006068-12-1,C2,verb,-,,-,-
006069,06-006069-08-1,C2,noun,-,,-,-
006069,06-006069-12-2,C2,verb,-,,-,-
006070,06-006070-08-1,C2,noun,-,,-,-
006072,06-006072-08-1,C2,noun,-,,-,-
006082,06-006082-01-1,C2,adjective,-,,-,-
006084,06-006084-08-1,C2,noun,-,,-,-
006088,06-006088-08-1,C2,noun,-,,-,-
006089,06-006089-08-1,C2,noun,-,,-,-
006091,06-006091-08-1,C2,noun,-,,-,-
006094,06-006094-08-1,C2,noun,-,,-,-
006097,06-006097-08-1,C2,noun,-,,-,-
006099,06-006099-01-1,C2,adjective,-,,-,-
006102,06-006102-01-1,C2,adjective,-,,-,-
006108,06-006108-08-1,C2,noun,-,,-,-
006109,06-006109-12-1,C2,verb,-,,-,-
006115,06-006115-01-1,C2,adjective,-,,-,-
006117,06-006117-08-1,C2,noun,-,,-,-
006120,06-006120-08-1,C2,noun,-,,-,-
006126,06-006126-12-1,C2,verb,-,,-,-
006126,06-006126-12-2,C2,verb,-,,-,-
006126,06-006126-12-3,C2,verb,-,,-,-
006127,06-006127-01-1,C2,adjective,-,,-,-
006134,06-006134-02-1,C2,adverb,-,,-,-
006137,06-006137-01-1,C2,adjective,-,,-,-
006139,06-006139-01-1,C2,adjective,-,,-,-
006140,06-006140-02-1,C2,adverb,-,,-,-
006141,06-006141-01-1,C2,adjective,-,,-,-
006145,06-006145-02-1,C2,adverb,-,,-,-
006147,06-006147-01-1,C2,adjective,-,,-,-
006147,06-006147-01-2,C2,adjective,-,,-,-
006150,06-006150-01-1,C2,adjective,-,,-,-
006159,06-006159-01-1,C2,adjective,-,,-,-
006160,06-006160-01-1,C2,adjective,-,,-,-
006161,06-006161-02-1,C2,adverb,-,,-,-
006166,06-006166-02-1,C2,adverb,-,,-,-
006168,06-006168-01-1,C2,adjective,-,,-,-
006173,06-006173-01-1,C2,adjective,-,,-,-
006174,06-006174-12-1,C2,verb,-,,-,-
006181,06-006181-08-1,C2,noun,-,,-,-
006183,06-006183-08-1,C2,noun,-,,-,-
006185,06-006185-01-1,C2,adjective,-,,-,-
006187,06-006187-01-1,C2,adjective,-,,-,-
006188,06-006188-01-1,C2,adjective,-,,-,-
006190,06-006190-01-1,C2,adjective,-,,-,-
006194,06-006194-01-1,C2,adjective,-,,-,-
006198,06-006198-01-1,C2,adjective,-,,-,-
006199,06-006199-01-1,C2,adjective,-,,-,-
006200,06-006200-01-1,C2,adjective,-,,-,-
006207,06-006207-01-1,C2,adjective,-,,-,-
006207,06-006207-01-2,C2,adjective,-,,-,-
006209,06-006209-12-1,C2,verb,-,,-,-
006220,06-006220-01-1,C2,adjective,-,,-,-
006222,06-006222-01-1,C2,adjective,-,,-,-
006238,06-006238-10-1,C2,preposition,-,,-,-
006239,06-006239-01-1,C2,adjective,-,,-,-
006241,06-006241-12-1,C2,verb,-,,-,-
006253,06-006253-01-1,C2,adjective,-,,-,-
006265,06-006265-08-1,C2,noun,-,,-,-
006268,06-006268-01-1,C2,adjective,-,,-,-
006275,06-006275-01-1,C2,adjective,-,,-,-
006275,06-006275-01-2,C2,adjective,-,,-,-
006289,06-006289-01-1,C2,adjective,-,,-,-
006288,06-006288-12-1,C2,verb,-,,-,-
006296,06-006296-02-1,C2,adverb,-,,-,-
006297,06-006297-12-1,C2,verb,-,,-,-
006297,06-006297-12-2,C2,verb,-,,-,-
006298,06-006298-08-1,C2,noun,-,,-,-
006310,06-006310-12-1,C2,verb,-,,-,-
006310,06-006310-08-2,C2,noun,-,,-,-
006315,06-006315-12-1,C2,verb,-,,-,-
006318,06-006318-01-1,C2,adjective,-,,-,-
006323,06-006323-01-1,C2,adjective,-,,-,-
006323,06-006323-12-2,C2,verb,-,,-,-
006327,06-006327-12-1,C2,verb,-,,-,-
006328,06-006328-08-1,C2,noun,-,,-,-
006329,06-006329-08-1,C2,noun,-,,-,-
006330,06-006330-01-1,C2,adjective,-,,-,-
